date,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
2015-08-17,-0.15441876261898574,-0.17872184705900498,-0.16290515328673041,-0.17645770511019016,-0.15070696196215552,-0.13225468747681926,-0.22820588550067308,-0.12184522760587098,-0.1992763854944331,-0.2766766276119305
2015-08-18,-0.1431940437854967,-0.1011784214055103,-0.1785685478374362,-0.16939139485543994,-0.19373872712530563,-0.1479030803269125,-0.17813200953420927,-0.12867497225778807,-0.17597281549240656,-0.14097282145435294
2015-08-19,-0.1212204161021964,-0.12166200376355996,-0.16115704797992086,-0.17507084853847696,-0.19087115361731605,-0.17702535992254703,-0.23482637002483867,-0.16531371738523334,-0.1432954672200026,-0.14437523464915417
2015-08-20,-0.09116577291424455,-0.10970238020231649,-0.12941036843304315,-0.12937626779537714,-0.19579662511445245,-0.18161800451626497,-0.13220009414441275,-0.18909005129936673,-0.16932496344382902,-0.0689268649765236
2015-08-21,-0.04153252156945756,-0.048186935661509576,-0.1329883460320506,-0.10401543449570885,-0.11323580894142671,-0.13376468836257457,-0.1681630509062947,-0.12324479355515383,-0.10617347301320641,-0.046233952478138864
2015-08-24,0.038764092576446495,0.015541791168358032,-0.00596470163024414,-0.06424177051079205,-0.05797432923741774,-0.030837820996763066,-0.046945209124302646,-0.07603366661779738,-0.043220101064938565,-0.047140515186513354
2015-08-25,0.15300411899625077,0.0994292600454088,0.09658370216619243,0.043738908017010816,0.04221358383249809,0.06286465274851412,0.06889593578061307,-0.006547717849725676,-0.002367013302432697,0.011739844623809373
2015-08-26,0.04170441100517861,0.008048079353464832,0.08225642164067071,0.05817532128194889,0.04747805471345683,0.0660450770403989,0.014490743693434083,-0.01716755254027133,-0.02912491007112743,0.007719915590286157
2015-08-27,0.01709098140381336,0.006316095747327455,0.0004460499609367119,-0.003265166102145639,0.00390376908862653,0.0015733715279802273,0.015833633679645586,0.019688208416594955,-0.03506778121561669,-0.007657477661351923
2015-08-28,-0.03426787716174836,-0.06291224617115934,-0.0471369490546379,-0.0621921348813617,-0.043011034869219866,-0.06479430108452937,-0.04792447267124618,-0.09074820332823388,-0.06236510033723157,-0.04192997802557981
2015-08-31,-0.0030389203542793954,-0.03321521557668163,-0.030855241201836713,-0.022932201589900836,-0.042689332696965974,-0.04636850568632531,-0.04489317893423467,-0.052366666293278887,-0.0697992825974106,-0.023265064411666758
2015-09-01,0.08317218931519925,0.0511249944238326,0.026792785428649844,0.010703050253146218,-0.008055346712651979,-0.02709624374610655,-0.006916383627003464,-0.02088715419809406,0.016795461325817284,-0.008792319941971308
2015-09-02,0.15269235510749068,0.0651155611338062,0.04590289951188553,0.03554745628706972,-0.0030381235424954633,-0.0007843876674509698,0.006295842639957217,0.041016934318508544,-0.010906624498220108,0.002627307064076508
2015-09-07,0.15710519683607826,0.07936686605469023,0.08819001761084544,0.06198069422499759,0.07068514165658538,0.039330551225048006,0.060472280539035195,0.05867290310434803,0.0340248130584472,0.013727812439717083
2015-09-08,0.1110576439419138,0.04800225151139985,0.0437621503612682,0.06677534562415217,0.023610804727812785,0.01834790674615072,0.040213095778732666,0.028182318238829173,0.05381727358259085,0.00556894876642285
2015-09-09,0.06960353772542838,0.019007958724351015,0.0212091234840009,-0.00861140153014912,0.002873611578766333,0.0034533080267743267,-0.006078686539041556,0.0023377690692692353,0.015416650632609618,0.0018860246482166332
2015-09-10,0.13073623456811756,0.06810600153706318,0.06311842390949156,0.027050646252836798,0.02191680924057393,0.016517683612546998,0.0362234642308437,0.033932269422130366,0.038182596130098376,0.016864323184697595
2015-09-11,0.11746337515616208,0.09349625165358626,0.09718652935879128,0.06216907230922142,0.025624923567922543,0.03504329413948511,0.03263325643373309,0.04192155858780335,0.023957591196435923,0.01840473267141778
2015-09-14,0.24379974888884795,0.17811933177284592,0.10911229829952873,0.11218985790049878,0.0548170335670418,0.05980058849250165,0.0374092153519975,0.03555399550214513,0.04189628629278708,0.02154387336051524
2015-09-15,0.33556203418388586,0.252709707385785,0.2091617699220964,0.12757662877456513,0.10651324368602459,0.115584035702109,0.09713389383722588,0.0649538123899629,0.05759886970454327,0.028079872586088815
2015-09-16,0.16495645927914038,0.07919508297158559,0.10407055033449253,0.03879734971531634,0.03044057930724886,0.0162387115904844,0.013142299285024639,0.0040419986271366115,0.030426476846288075,0.015550112532701998
2015-09-17,0.21472389947631756,0.12596491725878387,0.1375697859284582,0.11944526855743302,0.023740222511807053,0.05653730296986814,0.050502576045066784,0.049233140767777205,0.025788511804101598,0.021883839206026507
